"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2024","Sea-Doo","Switch","Cruise","18'","N/A","44RG","TimsFord","Winchester TN","N/A","39899.00","2024-10-11"
"2024","Sea-Doo","Switch","Cruise","18'","N/A","45RD","TimsFord","Winchester TN","N/A","43399.00","2024-10-11"
"2024","Sea-Doo","Switch","Cruise","21'","N/A","44RM","TimsFord","Winchester TN","N/A","43399.00","2024-10-11"
"2024","Sea-Doo","Switch","Cruise","21'","N/A","44RK","TimsFord","Winchester TN","N/A","43399.00","2024-10-11"
"2024","Sea-Doo","Switch","Cruise","21'","N/A","44RP","TimsFord","Winchester TN","N/A","43399.00","2024-10-11"
"2024","Sea-Doo","Switch","Sport","18'","N/A","48RD","TimsFord","Winchester TN","N/A","42999.00","2024-10-11"
"2024","Sea-Doo","Switch","Sport","18'","N/A","48RE","TimsFord","Winchester TN","N/A","42999.00","2024-10-11"
"2024","Sea-Doo","Switch","Sport","21'","N/A","48RK","TimsFord","Winchester TN","N/A","45399.00","2024-10-11"
"2024","Sea-Doo","Switch","Sport","21'","N/A","48RS","TimsFord","Winchester TN","N/A","46099.00","2024-10-11"
"2023","Bennington","20","SLG","20'","Yamaha 90hp VMax SHO","5999","TimsFord","Winchester TN","55800.00","43999.00","2024-10-11"
"2023","Bennington","20","SVL","20'","Yamaha 90hp VMax SHO","2615","TimsFord","Winchester TN","52551.00","41999.00","2024-10-11"
"2023","Bennington","20","SVSR","20'","Yamaha","4405","TimsFord","Winchester TN","54160.00","42999.00","2024-10-11"
"2023","Bennington","21","SSR","21'","Yamaha 115 HP VMax SHO","4818","TimsFord","Winchester TN","63657.00","49999.00","2024-10-11"
"2023","Bennington","22","SVSR","22'","Yamaha 115hp VMax SHO","5744","TimsFord","Winchester TN","63524.00","49999.00","2024-10-11"
"2023","Bennington","22","SXSB","22'","Yamaha 115hp VMax SHO","4398","TimsFord","Winchester TN","76866.00","59999.00","2024-10-11"
"2023","Bennington","""BLACKED","OUT""","27'","Yamaha 250hp VMax SHO","2774","TimsFord","Winchester TN","133951.00","119999.00","2024-10-11"
"2023","Lowe","Boats","SF194","19'","Mercury","3618","TimsFord","Winchester TN","61730.00","39999.00","2024-10-11"
"2023","Sylvan","820","Cruise","20'","Yamaha 90hp VMax SHO","89222","TimsFord","Winchester TN","49045.00","39999.00","2024-10-11"
"2024","Barletta","Aria","22CC","22'","MERCURY 90ELPT CT","7577","WakeSide","Elkhart IN","66061.00","50867.00","2024-10-11"
"2024","Barletta","Aria","A20QC","19'6""","YAMAHA T50","7588","WakeSide","Elkhart IN","53215.00","40900.00","2024-10-11"
"2024","Barletta","Aria","A20UC","20'","YAMAHA T50","7589","WakeSide","Elkhart IN","53250.00","41100.00","2024-10-11"
"2023","Barletta","N/A","C20Q","20'","MERCURY 90 CT","7397","WakeSide","Elkhart IN","65981.00","44900.00","2024-10-11"
"2023","Barletta","N/A","C20QC","20'","YAMAHA F90","7248","WakeSide","Elkhart IN","68812.00","47900.00","2024-10-11"
