"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2024","Grand Design","Solitude","378MBS","132429","109999","73512","Fifth Wheel","Odessa","RonHoover","2024-10-16"
"2025","Coachmen RV","Entourage","330DSC","N/A","N/A","77413","ClassC Diesel","Amarillo","RonHoover","2024-10-16"
"2024","Forest River RV","Sunseeker","2400T","168132","119995","71182","ClassC Diesel","Georgetown","RonHoover","2024-10-16"
"2025","Alliance RV","Avenue","23ML","N/A","N/A","80183","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2024","Alliance RV","Avenue","28BH","74868","49999","70057","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2025","Alliance RV","Avenue","PAINT","N/A","79995","77009","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2025","Alliance RV","Avenue","PAINT","N/A","79995","77866","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Alliance RV","Avenue","33RKS","N/A","79995","77871","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2024","Alliance RV","Avenue","33RKS","95019","64999","70068","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2024","Alliance RV","Avenue","37MBR","101674","69999","69021","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2025","Alliance RV","Avenue","38DBL","N/A","89995","77876","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2024","Alliance RV","Paradigm","310RL","115264","79999","70077","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2024","Alliance RV","Paradigm","370FB","125989","84999","69075","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2024","Alliance RV","Paradigm","375RD","131709","94999","72434","Fifth Wheel","Amarillo","RonHoover","2024-10-16"
"2025","Alliance RV","Paradigm","380MP","N/A","N/A","80171","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2024","Alliance RV","Delta","251BH","54131","39995","70040","Travel Trailer","Lubbock","RonHoover","2024-10-16"
"2025","Alliance RV","Delta","252RL","55132","49995","77000","Travel Trailer","Lubbock","RonHoover","2024-10-16"
"2024","Alliance RV","Delta","252RL","55132","44995","73872","Travel Trailer","West Houston","RonHoover","2024-10-16"
"2024","Alliance RV","Delta","262RB","54703","39999","70045","Travel Trailer","Amarillo","RonHoover","2024-10-16"
"2025","Alliance RV","Delta","281BH","60174","54995","75446","Travel Trailer","Georgetown","RonHoover","2024-10-16"
"2024","Alliance RV","Delta","281BH","59279","44995","70055","Travel Trailer","West Houston","RonHoover","2024-10-16"
