Year, Company, Brand, FloorPlan, Msrp, Discount, Stock-Number, Unit Type, Location, Dealer, Date
2024,Grand-Design,reflection,N/A,315rlts,84033,69999,T89441,travelTrailer,Redmond OR,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,g-class,31g,91317,86182,T93950,travelTrailer,Redmond OR,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,15rdx,26163,19951,T95273,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,N/A,151bh,19906,22616,T96252,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,200mk,36884,28699,T88154,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,26bhx,35843,30998,T90123,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g20bhs,42040,31998,T88440,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g20fbs,42159,35883,T87765,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,265bh,43394,35999,T88178,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,17mke,45602,37599,T90230,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,17mke,45624,41841,T91977,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2025,alliance rv,delta ultra lite,N/A,rk234,51359,44321,T91701,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2500rl,56916,44599,T91412,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2660bs,53513,45599,T91573,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,17mke,45624,N/A,T91976,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,262rb,62296,45995,T89913,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2608bs,65235,49876,T86527,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2025,alliance rv,delta,N/A,252rl,57876,49995,T92442,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,23lde,46206,51311,T91984,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,321bh,72277,54995,T89924,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,3210bh,74468,55999,T75442,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,3210bh,70913,55999,T91261,travelTrailer,Bend OR,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,13bhx,21283,13995,T96022,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,15rdx,24279,14995,T95045,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,16bhx,24279,15995,T94108,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,16bhx,24279,15995,T94109,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,16bhx,24279,15995,T94577,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,175bh,26836,17995,T93571,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,175bh,26836,17995,T93659,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,175fq,26836,17995,T93998,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,175fq,26836,17995,T93647,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,175fq,26836,17995,T93636,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bh,32129,19995,T92545,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,26bh,32129,19995,T92546,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,210qb,31656,19995,T94578,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,260bh,31656,19995,T91216,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,260bh,31956,19995,T92750,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bh,32514,20995,T92528,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,26bh,32129,20995,T95161,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,197mb,32222,21995,T95395,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,197mb,31336,21995,T95715,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,210qb,31956,21995,T93600,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,260bh,31656,21995,T94242,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,31656,21995,T91217,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,18bhs,32066,22995,T96224,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,37639,25995,T92595,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,37956,25995,T91697,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,37956,25995,T92653,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,37956,25995,T95456,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,37956,25995,T95453,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,37956,25995,T97121,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rls,37956,25995,T91179,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rls,37956,25995,T91183,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rls,37956,25995,T90505,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rls,37956,25995,T94581,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rls,37956,25995,T94580,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rls,37956,25995,T97209,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rls,37956,25995,T97139,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,23mks,37857,27995,T96434,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g19fd,34921,28995,T89986,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2204s,44234,28995,T75771,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g19fd,36005,29995,T90874,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,166fbs,47238,29995,T83885,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,225mls,42256,30995,T93616,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,28bhs,42207,32995,T93957,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,rockwood mini lite,N/A,2109s,44495,32995,T96624,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,21mbh,52606,34995,T91169,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,21mml,51766,34995,T90896,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,199mbs,51234,34995,T90921,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,geo,pro,g19fd,35714,N/A,T94587,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,21mbh,52749,35995,T86576,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26fkds,49435,36995,T92504,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,29tqs,47927,36995,T96562,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2509s,48301,36995,T80758,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,284bhs,47103,36995,T91199,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,284bhs,47103,36995,T92704,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,284bhs,47103,36995,T95386,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,284bhs,47103,36995,T96345,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,21mbh,52606,37995,T91196,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,23rk,54256,37995,T91200,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,34bhts,54822,38995,T92562,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,rockwood mini lite,N/A,2511s,52766,38995,T97475,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,31kds,52466,39995,T92519,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,32rlts,54554,39995,T96081,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,34bhts,54450,39995,T86282,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2515s,52038,39995,T87062,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,25rb,58458,39995,T90911,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,40926,N/A,T94022,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,25rb,58458,41995,T92719,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,27ath,51262,42995,T84003,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,25rb,58458,42995,T92714,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,251bh,55445,43995,T84805,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,29bhb,65103,43995,T95673,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,alliance rv,delta ultra lite,N/A,rk234,46040,44995,T92450,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,34bhts,54029,44995,T92563,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,27mk,66385,44995,T98367,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,380dqs,59574,44995,T91477,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,380dqs,60449,44995,T91522,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,380dqs,57481,44995,T93510,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,380dqs,58847,44995,T87473,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,262rb,56205,45995,T76288,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2608bs,59935,46995,T90048,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,320fbok,84610,46995,T75381,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,334rts,61290,46995,T90922,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,29tqs,47927,N/A,T92516,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,331bts,62373,48995,T93585,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,331bts,62373,48995,T92696,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2706ws,63470,49995,T87808,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,26fk,65027,49995,T91694,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,31kds,51632,N/A,T92533,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,jay,white,hawk,32bh,75251,51995,T87646,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,321bh,69525,54995,T84389,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,eagle,N/A,312bhok,81116,56995,T93605,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,eagle,ht,294ckbs,78169,57995,T95329,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,334rts,61290,N/A,T93592,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,rockwood,signature,8337rl,81004,62995,T91880,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,40rlts,88989,67995,T92634,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,40dlft,93781,68995,T83323,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,airstream,bambi,N/A,20fb,71800,N/A,T86765,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,airstream,bambi,N/A,22fb,75100,N/A,T79708,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,airstream,flying,cloud,twin,106375,89495,T86767,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,airstream,flying,cloud,twin,137475,N/A,T75117,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2025,airstream,flying,cloud,bunk,139850,N/A,T86823,travelTrailer,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,16bhx,26361,17777,T90431,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,16bhx,26361,17777,T90432,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,26bhx,30878,29995,T90118,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,240ml,35396,N/A,T89494,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,26bhs,40997,35995,T87407,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,34bhts,58725,39777,T89266,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,17mke,41841,39995,T88114.,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,265bh,49076,44151,T91604,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,294rk,66434,44777,T78009,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2025,alliance rv,delta ultra lite,N/A,ml206,48345,N/A,T95566,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,25dbe,52257,N/A,T93932,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,335bht,57725,N/A,T91596,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,28g,86451,62998,T79071,travelTrailer,Anderson CA,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,16bhx,24264,16995,T96051,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,16bhx,24264,16995,T94765,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,13bhx,21772,N/A,T96023,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g15fbs,35052,24995,T87370,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,24rbs,40249,28995,T92616,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g20fks,38833,28995,T87075,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,260rb,37992,28995,T77672,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,17mke,43595,29995,T79876,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,245rl,36841,30799,T89506,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,245rl,36901,31995,T88243,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,28fds,51549,32261,T74089,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,22mle,43901,32995,T89560,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,24bse,48639,32995,T79888,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,26fkds,46884,33900,T73349,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,29tqs,48139,33995,T84851,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2109s,43092,33995,T90880,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2600rb,52375,33999,T79083,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,forest river,geo,pro,g20fk,40260,34995,T95036,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2506s,49038,34995,T84181,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2500rl,53659,34995,T77671,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,297qb,41174,35995,T91318,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2600rb,50527,36995,T87916,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,14ms,38258,N/A,T93772,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,23lde,45432,39715,T96610,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,32bds,52514,39995,T86235,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,32bds,52603,39995,T89213,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2509s,49870,39995,T81255,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,296rdts,69341,42995,T71857,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2511s,52874,43995,T86680,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,39mbts,62233,44995,T88219,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,3100rd,61566,44995,T91267,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,335bht,54748,45995,T94241,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2608bs,60311,46995,T90009,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,3210bh,66815,46995,T80138,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,25dbe,49217,N/A,T94931,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2606ws,63426,49995,T87810,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,2670mk,57664,N/A,T92826,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,312bhts,79562,59995,T88176,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2025,forest river,rockwood ultra lite,N/A,2608bs,60745,N/A,T93299,travelTrailer,Connecticut,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,16bhx,26489,17995,T90444,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,174bhw,44444,18995,T84538,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,195rbw,36406,22995,T81340,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,210qbw,35842,22995,T83299,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,210qbw,37127,22995,T83300,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,baja,31378,23995,T91174,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,baja,35943,23995,T95344,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,18bhs,34735,24995,T90452,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,210qbw,39177,25995,T90934,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,260bhw,35228,25995,T93695,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,210qbw,36554,26995,T83951,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,261bhsw,44373,27995,T87578,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,261bhsw,44373,27995,T88891,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,24rbs,44252,29995,T94746,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,225mlsw,48071,29995,T84027,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhsw,42883,29995,T90974,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rlsw,43504,31995,T95446,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,21mml,56506,35995,MT10187,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,240rbsw,48365,N/A,T96655,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,eagle,ht,284bhok,81747,53995,T91760,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2025,jay,eagle,N/A,312bhok,88981,57995,T91762,travelTrailer,Medford OR,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,16rbx,24431,14780,T73376,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,16rbx,23054,14995,T73851,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bh,33354,19995,T95069,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,13bhx,21227,N/A,T96438,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,24bhx,28032,21995,T93477,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,24bhx,28032,21995,T93476,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,39082,24995,T96123,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,39082,24995,T96120,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,200mk,31929,24995,T89546,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,37141,25995,T96020,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,26bhx,33872,25995,T93439,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,26bhx,33872,25995,T96959,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,42592,27995,T93971,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,260rb,36084,28995,T91342,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g20fbs,37851,29995,T83979,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,245rl,36312,29995,T91323,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,260rb,36084,29995,T91447,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2023,forest river,geo,pro,g20bhs,38211,30995,T88392,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,25dbe,47386,32995,T83629,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,transcend,xplor,297qb,40779,33995,T91317,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2104s,48280,34995,T87799,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,23lde,46142,34995,T90650,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,23lde,46142,34995,T90651,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2600rb,50527,36995,T87931,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,22mle,43901,36995,T91290,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,23mks,37358,N/A,T96437,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2500rl,51811,37995,T87135,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2500rl,51811,37995,T87980,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2800bh,55696,39995,T85758,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,21bhe,40188,N/A,T92899,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,N/A,245rlt,42479,N/A,T96228,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2920bs,59296,42995,T87021,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,265bht,43362,N/A,T94342,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,34bhts,55047,43995,T86274,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2670mk,57728,43995,T86997,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2608bs,61198,44995,T89995,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2608bs,58927,46995,T84466,travelTrailer,Vermont,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2608bs,60311,46995,T86529,travelTrailer,Vermont,BlueCompass RV,2024-10-12
