Year, Company, Brand, FloorPlan, Msrp, Discount, Stock-Number, Unit Type, Location, Dealer, Date
2025,jay,N/A,N/A,261bhs,39676,25995,T98548,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,forest river,geo,pro,g19fd,34970,27995,T97429,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,22mav,39300,27995,T78262,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,16rb,45328,28995,T98706,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,263bhs,41163,28995,T98629,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g20bhs,37816,29995,T87736,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2104s,45750,29995,T78184,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,xplor,20mkx,31529,N/A,T96951,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2109s,43301,32995,T87670,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,251bh,52546,33995,T76847,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,251bh,54989,33995,T83187,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,21bhe,40188,34599,T90575,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,21mml,52773,34995,T80680,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,324bds,54021,34995,T93689,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,31kds,51266,35995,T97932,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,199mbs,52515,36495,T83360,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,23rk,55976,37995,T98334,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2509s,49716,38995,T80766,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,forest river,cherokee,N/A,294gebg,55218,39495,T94856,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,32rlts,53836,39995,T86264,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2509s,49706,39995,T90015,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2606ws,58703,39995,T87773,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2608bs,58053,39995,T84459,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,321bds,49164,39995,T93669,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2600rb,51166,41495,T91920,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2516s,54627,41995,T86507,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,Grand-Design,transcend,N/A,245rlt,42479,N/A,T97011,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,Grand-Design,imagine,N/A,2660bs,53449,42495,T91923,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,294rk,63855,42995,T84137,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,34bhts,54456,42995,T97969,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,23lde,47927,43495,T92851,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2616bh,62200,43995,T80648,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,331bts,64093,44495,T98401,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,22mle,N/A,44911,T96586,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,forest river,rockwood mini lite,N/A,2205s,48813,44995,T96898,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,27mk,68105,44995,T98365,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,16rb,45328,N/A,T98705,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2706ws,63721,45995,T87788,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,321bh,69575,46995,T84394,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,284bhok,82410,46995,T80698,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,26fk,66747,47995,T93706,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,jay,white,hawk,29bh,70657,47995,T87672,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,forest river,rockwood ultra lite,N/A,2918bh,65321,49995,T98173,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,alliance rv,delta,N/A,262rb,53837,N/A,T96855,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,rockwood,signature,8263mbr,69685,54995,T90011,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,jay,eagle,ht,312bhok,82836,56995,T98315,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,Grand-Design,imagine,N/A,2670mk,57380,N/A,T98213,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,312bhts,79562,58995,T88174,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,310mkts,81362,N/A,T93942,travelTrailer,Gassville AR,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,18bh,22096,14995,T95214,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,18bh,22096,14995,T95215,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,18rb,22096,14995,T95213,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,252bh,32368,21995,T95982,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,252bh,32368,21995,T95973,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,252bh,32368,21995,T95986,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,heartland,prowler,lynx,255bhx,31960,21995,T91243,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,38968,26995,T96015,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,38968,26995,T96018,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,38968,26995,T96007,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,22mls,38330,26995,T86197,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,23mks,38548,26995,T96433,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,flagstaff,e-pro,e19fd,36134,26995,T89984,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,lynx,265bhx,37900,26995,T92796,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,heartland,prowler,N/A,271sbr,47382,29995,T85157,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,lynx,3005qbx,41032,29995,T97051,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,N/A,2909rk,49826,32995,T93851,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26fkds,50126,34995,T96069,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,heartland,north,trail,26rlx,56113,34995,T98779,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,N/A,3211bh,52035,34995,T93856,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,flagstaff micro lite,N/A,25brds,49426,35995,T83238,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,262rb,56360,36995,T76353,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,forest river,flagstaff micro lite,N/A,22fbs,49545,36995,T96930,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,flagstaff micro lite,N/A,25fbls,53574,38995,T91489,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,310kds,55049,39394,T78595,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,alliance rv,delta ultra lite,N/A,ml206,45675,39995,T95564,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,32rlts,55245,39995,T96082,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2023,forest river,flagstaff,N/A,flt826bhs,68470,39995,D4205,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,281bh,61847,42995,T89936,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,super,lite,26fkbs,58828,42995,T84447,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,294rk,65812,44995,T89951,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,39flts,61632,44995,T95171,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,super,lite,26bhw,64106,44995,T88217,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,N/A,390db,67693,46995,T97282,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,super,lite,27bhws,64726,46995,T90833,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,forest river,super,lite,29bhs,66876,46995,T88516,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,321bh,71185,49995,T83470,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,forest river,flagstaff,classic,826kbs,68746,50995,T97428,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,alliance rv,delta,N/A,294rk,65565,59995,T91733,travelTrailer,Denton TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,15rbx,24604,15995,T95292,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,15rdx,24604,15995,T95612,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,15rdx,24604,15995,T95611,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,252bh,32408,21995,T95969,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,252bh,32408,21995,T95960,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,252bh,32408,21995,T95966,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,39008,26995,T95994,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,39008,26995,T95997,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,39008,26995,T95993,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,22mls,38196,26995,T84815,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,23mks,38576,26995,T96056,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,38359,26995,T94814,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,38277,26995,T98088,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,lynx,265bhx,37900,26995,T92804,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,lynx,3005qbx,43994,29995,T97050,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,lynx,3005qbx,41032,29995,T97049,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,N/A,2909rk,50979,32995,T92966,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,N/A,2909rk,53619,32995,T92965,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,crossroads,zinger,N/A,292re,54225,34995,T85315,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,26fkds,50155,34995,T89163,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,heartland,north,trail,26rlx,56113,34995,T91251,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,heartland,north,trail,26rlx,56113,34995,T91250,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,N/A,3211bh,52035,34995,T93864,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,forest river,flagstaff micro lite,N/A,25srk,53249,36995,T83726,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,31kds,52270,37995,T97917,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,31kds,52270,37995,T97918,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,heartland,north,trail,25fk,58473,37995,T86559,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,heartland,north,trail,25rbp,59067,37995,T82541,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,262rb,54938,38995,T81720,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,34bhts,55541,39995,T96091,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,N/A,3307bh,66572,39995,T92973,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,heartland,prowler,N/A,3307bh,66572,39995,T93871,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,alliance rv,delta,N/A,294rk,63337,44995,T89949,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,39mbts,62364,44995,T86331,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,forest river,super,lite,26bhw,63065,44995,T85121,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,black series camper,black,series,hq15,67184,45995,T83412,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,super,lite,26rbws,60117,45995,T96899,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,forest river,super,lite,27bhws,64755,46995,T88383,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,forest river,super,lite,29bhs,65803,46995,T83714,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2024,black series camper,hq,series,hq19,72184,50995,T83425,travelTrailer,Dallas TX,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,175fq,27781,16995,T93640,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,175fq,27781,16995,T94023,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bh,31290,19995,T92555,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,210qb,32796,19995,T95726,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,210qb,33096,19995,T98473,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,260bh,32796,19995,T95424,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,36800,24995,T94680,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,35089,24995,T92587,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,39096,25995,T97227,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,39096,25995,T97228,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,262rls,39096,25995,T94681,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,24rbs,39410,26995,T92501,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,24rbs,39410,26995,T94682,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,235mbh,44409,27995,T84533,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,265bhs,39983,27995,T98638,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g20bhs,37422,29995,T87782,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g20fbs,37772,29995,T89993,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,geo,pro,g20fbs,37499,29995,T90876,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,240rbs,45828,32995,T90888,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,26fkds,48596,33079,T92481,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,34bhts,52844,33099,T76552,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,19mrk,51136,34495,T91191,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,21mml,52946,34995,T93581,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,321bds,48559,34995,T91491,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,321bds,48407,34995,T93685,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2104s,47216,35995,T91490,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2516s,52818,35995,T78545,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,21mbh,53889,35995,T87533,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,rockwood mini lite,N/A,2205s,48722,36995,T89593,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,32rlts,53716,37609,T84837,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,white,hawk,26fk,67869,37995,T79520,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,22rb,57730,38495,T84534,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,333bts,56019,38995,T98658,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,261bhs,39096,N/A,T98567,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2706ws,61492,39995,T78178,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,23rk,55389,39995,T88846,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,380dqs,61527,41995,T88953,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,331bts,63513,44495,T94685,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,331bts,64331,44495,T83382,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,334rts,63203,44495,T87594,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2606ws,58772,44995,T87759,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,forest river,rockwood ultra lite,N/A,2608bs,61728,44995,T98169,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,29qbh,68008,44995,T92668,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,334rts,62903,46995,T95375,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,white,hawk,29bh,70077,47495,T87636,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,rockwood ultra lite,N/A,2616bh,61975,48995,T85134,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,eagle,N/A,284bhok,75062,49995,T93626,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,rockwood,signature,8263mbr,69160,51995,T91493,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,forest river,rockwood,signature,8337rl,80843,54995,T78056,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,294ckbs,86050,54995,T80669,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,eagle,N/A,312bhok,82296,57495,T93607,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,N/A,N/A,40lsdl,97744,72995,T92723,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,airstream,flying,cloud,27fb,129975,109995,T81169,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2024,airstream,flying,cloud,twin,132925,109995,T80460,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,airstream,international,N/A,25fb,136150,N/A,T95941,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2025,airstream,globetrotter,N/A,27fb,147500,N/A,T95127,travelTrailer,Des Moines IA,BlueCompass RV,2024-10-12
2023,crossroads,zinger,lite,zr18bh,22132,14995,T95218,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2022,crossroads,zinger,lite,zr18bh,22132,14995,T95217,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2023,crossroads,zinger,lite,zr18rb,22132,14995,T96432,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,252bh,32443,21995,T95967,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2024,heartland,prowler,lynx,255bhx,31960,21995,T91244,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2023,heartland,prowler,lynx,255bhx,31960,21995,T91245,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,39043,26995,T96017,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,39043,26995,T96008,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2025,crossroads,zinger,lite,260bh,39043,26995,T96012,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,22mls,38231,26995,T83484,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,24rbs,38271,26995,T80543,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2025,forest river,aurora,N/A,26bhs,38592,26995,T96126,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2024,forest river,flagstaff,e-pro,e20bhs,37981,28995,T82761,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
2024,crossroads,zinger,N/A,zr280rb,46345,29995,T85593,travelTrailer,Fort Worth TX,BlueCompass RV,2024-10-12
