"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2023","Winnebago","N/A","H1316SB","70387","38990","23H1916","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","191SS","56825","39190","24H2362","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2023","Unknown","N/A","295QBWE","59928","39990","23H1984","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","18DB","59791","39990","24H2178","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2023","Grand Design","Imagine","15BH","60595","39990","23H2055","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2023","Grand Design","Imagine","16ML","64593","39990","23H2008","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2023","Venture RV","Sonic","SN190VRB","64002","39990","23H1873","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2023","Winnebago","N/A","H1316FB","67341","39990","23H1919","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2023","Winnebago","N/A","H1316FB","67341","39990","23H1921","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2024","Forest River RV","Rockwood GEO Pro","G15TB","51640","41990","24H2266","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Unknown","N/A","263BHWE","54839","44390","24H2312","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2023","Grand Design","Imagine","18BH","66392","44990","23H1971","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Forest River RV","Rockwood GEO Pro","G15FBS","56079","45790","24H2268","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","T25RD","59783","46990","24H2180","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","T25RD","59783","46990","24H2181","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","T25RKE","58267","47690","24H2303","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","T25RKE","58267","47690","24H2302","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2025","Forest River RV","Wildwood","241BHXL","55292","48090","25H2457","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2025","Forest River RV","N/A","22RB","60781","52890","25H2422","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2025","Forest River RV","N/A","22RB","60781","52890","25H2423","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2025","Forest River RV","Wildwood","22ERAS","60846","52990","25H2453","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","T25RKE","60837","52990","24H2364","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","T25RKE","60837","52990","24H2363","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2025","Forest River RV","Wildwood","263BHXL","61097","53190","25H2448","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Forest River RV","View","24VIEW","64627","53290","24H2297","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2024","Forest River RV","View","24VIEW","64627","53290","24H2299","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Forest River RV","View","24VIEW","64627","53290","24H2301","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Forest River RV","View","24VIEW","64627","53290","24H2300","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","273QBXL","64611","53590","24H2307","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2023","Forest River RV","N/A","27FK","74557","53990","23H2083","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2025","Keystone RV","Classic","1800BH","38947","33890","25H2404","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2023","Keystone RV","Springdale","222RDWE","54709","34890","23H2034","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2023","Keystone RV","Springdale","222RDWE","54709","34890","23H2035","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2023","Unknown","N/A","242BHWE","58395","35990","23H1913","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","16RB","51411","35990","24H2354","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2023","Forest River RV","N/A","17RS","54045","35990","23H1978","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","16RB","51411","35990","24H2355","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","187RBK","53780","35990","24H2184","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2024","Forest River RV","Wildwood","187RBK","53780","35990","24H2183","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2023","Keystone RV","Springdale","220BHWE","54897","35990","23H2004","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2023","Keystone RV","Springdale","220BHWE","54687","35990","23H2006","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Unknown","N/A","14BH","49411","36990","24H2212","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
